gene.number	Podan2	Neucr2	Spoth2	PenchWisc1_1	Aniger	Penox1	Talst1_2	Trire2	Aoryz	Anidul	ratio
An13g00620	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g03490	1	1	1	1	1	1	1	1	1	1	1
An02g12160	1	1	1	1	1	1	1	1	1	1	0.833333333
An07g05110	1	1	1	1	1	1	1	1	1	1	1
An14g05800	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g07620	1	1	1	1	1	1	1	1	1	1	1
An07g04190	1	1	1	1	1	1	1	1	1	1	0.833333333
An07g06190	1	1	1	1	1	1	1	1	1	1	1
An16g08830	1	1	1	1	1	1	1	1	1	1	0.833333333
An09g02270	1	1	1	1	1	1	1	1	1	1	1
An11g11250	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g00210	1	1	1	1	1	1	1	1	1	1	1
An08g07360	1	1	1	1	1	1	1	1	1	1	0.833333333
An01g14250	1	1	1	1	1	1	1	1	1	1	1
An07g09260	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g14800	1	1	1	1	1	1	1	1	1	1	1
An11g09740	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g03240	1	1	1	1	1	1	1	1	1	1	1
An16g07370	1	1	1	1	1	1	1	1	1	1	0.833333333
An17g01170	1	1	1	1	1	1	1	1	1	1	1
An15g00230	1	1	1	1	1	1	1	1	1	1	0.833333333
An07g02730	1	1	1	1	1	1	1	1	1	1	1
An03g05010	1	1	1	1	1	1	1	1	1	1	0.833333333
An08g03970	1	1	1	1	1	1	1	1	1	1	1
An09g06750	1	1	1	1	1	1	1	1	1	1	0.833333333
An12g04830	1	1	1	1	1	1	1	1	1	1	1
An07g10410	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g14560	1	1	1	1	1	1	1	1	1	1	1
An08g04360	1	1	1	1	1	1	1	1	1	1	0.833333333
An11g00790	1	1	1	1	1	1	1	1	1	1	1
An16g04930	1	1	1	1	1	1	1	1	1	1	0.833333333
An15g04680	1	1	1	1	1	1	1	1	1	1	1
An08g03610	1	1	1	1	1	1	1	1	1	1	0.833333333
An07g03880	1	1	1	1	1	1	1	1	1	1	1
An12g04110	1	1	1	1	1	1	1	1	1	1	0.833333333
An08g03250	1	1	1	1	1	1	1	1	1	1	1
An12g00450	1	1	1	1	1	1	1	1	1	1	0.833333333
An17g00290	1	1	1	1	1	1	1	1	1	1	1
An02g02270	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g00670	1	1	1	1	1	1	1	1	1	1	1
An16g08480	1	1	1	1	1	1	1	1	1	1	0.833333333
An17g02250	1	1	1	1	1	1	1	1	1	1	1
An18g03430	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g06360	1	1	1	1	1	1	1	1	1	1	1
An04g01880	1	1	1	1	1	1	1	1	1	1	0.833333333
An01g08870	1	1	1	1	1	1	1	1	1	1	1
An01g00110	1	1	1	1	1	1	1	1	1	1	0.833333333
An03g05000	1	1	1	1	1	1	1	1	1	1	1
An15g06140	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g01440	1	1	1	1	1	1	1	1	1	1	1
An02g14930	1	1	1	1	1	1	1	1	1	1	0.833333333
An01g03090	1	1	1	1	1	1	1	1	1	1	1
An08g09160	1	1	1	1	1	1	1	1	1	1	0.833333333
An12g08890	1	1	1	1	1	1	1	1	1	1	1
An12g03960	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g03230	1	1	1	1	1	1	1	1	1	1	1
An16g07150	1	1	1	1	1	1	1	1	1	1	0.833333333
An08g02450	1	1	1	1	1	1	1	1	1	1	1
An13g00780	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g04020	1	1	1	1	1	1	1	1	1	1	1
An18g05650	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g02890	1	1	1	1	1	1	1	1	1	1	1
An02g09810	1	1	1	1	1	1	1	1	1	1	0.833333333
An08g03070	1	1	1	1	1	1	1	1	1	1	1
An08g08150	1	1	1	1	1	1	1	1	1	1	0.833333333
An08g07350	1	1	1	1	1	1	1	1	1	1	1
An01g10860	1	1	1	1	1	1	1	1	1	1	0.833333333
An14g00400	1	1	1	1	1	1	1	1	1	1	1
An08g05900	1	1	1	1	1	1	1	1	1	1	0.833333333
An07g09250	1	1	1	1	1	1	1	1	1	1	1
An18g04260	1	1	1	1	1	1	1	1	1	1	0.833333333
An14g06640	1	1	1	1	1	1	1	1	1	1	1
An14g00540	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g11200	1	1	1	1	1	1	1	1	1	1	1
An01g08380	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g03390	1	1	1	1	1	1	1	1	1	1	1
An14g00890	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g06350	1	1	1	1	1	1	1	1	1	1	1
An04g09650	1	1	1	1	1	1	1	1	1	1	0.833333333
An14g03910	1	1	1	1	1	1	1	1	1	1	1
An02g02260	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g07610	1	1	1	1	1	1	1	1	1	1	1
An01g13220	1	1	1	1	1	1	1	1	1	1	0.833333333
An14g04080	1	1	1	1	1	1	1	1	1	1	1
An08g02730	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g07970	1	1	1	1	1	1	1	1	1	1	1
An04g01780	1	1	1	1	1	1	1	1	1	1	0.833333333
An07g07530	1	1	1	1	1	1	1	1	1	1	1
An09g02280	1	1	1	1	1	1	1	1	1	1	0.833333333
An15g00190	1	1	1	1	1	1	1	1	1	1	1
An07g06640	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g04460	1	1	1	1	1	1	1	1	1	1	1
An01g06550	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g09090	1	1	1	1	1	1	1	1	1	1	1
An12g00550	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g04250	1	1	1	1	1	1	1	1	1	1	1
An07g07700	1	1	1	1	1	1	1	1	1	1	0.833333333
An09g05880	1	1	1	1	1	1	1	1	1	1	1
An01g06660	1	1	1	1	1	1	1	1	1	1	0.833333333
An15g06990	1	1	1	1	1	1	1	1	1	1	1
An04g08830	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g02060	1	1	1	1	1	1	1	1	1	1	1
An01g12720	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g06160	1	1	1	1	1	1	1	1	1	1	1
An02g14710	1	1	1	1	1	1	1	1	1	1	0.833333333
An09g05040	1	1	1	1	1	1	1	1	1	1	1
An01g12620	1	1	1	1	1	1	1	1	1	1	0.833333333
An01g07510	1	1	1	1	1	1	1	1	1	1	1
An12g00340	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g02980	1	1	1	1	1	1	1	1	1	1	1
An08g07090	1	1	1	1	1	1	1	1	1	1	0.833333333
An02g04120	1	1	1	1	1	1	1	1	1	1	1
An07g09610	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g05430	1	1	1	1	1	1	1	1	1	1	1
An09g05490	1	1	1	1	1	1	1	1	1	1	0.833333333
An01g07910	1	1	1	1	1	1	1	1	1	1	1
An15g00090	1	1	1	1	1	1	1	1	1	1	0.833333333
An11g07700	1	1	1	1	1	1	1	1	1	1	1
An04g03330	1	1	1	1	1	1	1	1	1	1	0.833333333
An03g04860	1	1	1	1	1	1	1	1	1	1	1
An01g06460	1	1	1	1	1	1	1	1	1	1	0.833333333
An14g06830	1	1	1	1	1	1	1	1	1	1	1
An01g08460	1	1	1	1	1	1	1	1	1	1	0.833333333
An16g08500	1	1	1	1	1	1	1	1	1	1	1
An02g07210	1	1	1	1	1	1	1	1	1	1	0.833333333
An15g00970	1	1	1	1	1	1	1	1	1	1	1
An02g01740	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g04440	1	1	1	1	1	1	1	1	1	1	1
An14g01070	1	1	1	1	1	1	1	1	1	1	0.833333333
An01g07430	1	1	1	1	1	1	1	1	1	1	1
An09g06330	1	1	1	1	1	1	1	1	1	1	0.833333333
An11g01540	1	1	1	1	1	1	1	1	1	1	1
An01g14310	1	1	1	1	1	1	1	1	1	1	0.833333333
An13g00790	1	1	1	1	1	1	1	1	1	1	1
An14g06860	1	1	1	1	1	1	1	1	1	1	0.833333333
An17g01955	1	1	1	1	1	1	1	1	1	1	1
An02g13670	1	1	1	1	1	1	1	1	1	1	0.833333333
An04g00170	1	1	1	1	1	1	1	1	1	1	1
An02g14220	1	1	1	1	1	1	1	1	1	1	0.833333333
An12g04170	1	1	1	1	1	1	1	1	1	1	1
An14g01020	1	1	1	1	1	1	1	1	1	1	0.833333333
An18g03100	1	1	1	1	1	1	1	1	1	1	1
An18g05420	1	1	1	1	1	1	1	1	1	1	0.833333333
An17g01750	1	1	1	1	1	1	1	1	1	1	1
An15g06280	0	1	1	1	1	1	1	1	1	1	0.75
An09g04970	1	0	1	1	1	1	1	1	1	1	0.9
An15g03980	0	0	1	1	1	1	1	1	1	1	0.666666667
An09g05940	0	0	1	1	1	1	1	1	1	1	0.8
An16g08870	1	1	0	1	1	1	1	1	1	1	0.75
An10g00800	1	1	0	1	1	1	1	1	1	1	0.9
An14g03040	1	1	0	1	1	1	1	1	1	1	0.75
An08g00800	1	1	0	1	1	1	1	1	1	1	0.9
An03g03930	1	1	0	1	1	1	1	1	1	1	0.75
An18g06850	1	1	0	1	1	1	1	1	1	1	0.9
An02g14210	0	1	0	1	1	1	1	1	1	1	0.666666667
An12g10630	0	1	0	1	1	1	1	1	1	1	0.8
An08g08980	0	1	0	1	1	1	1	1	1	1	0.666666667
An09g01630	1	0	0	1	1	1	1	1	1	1	0.8
An11g00710	0	0	0	1	1	1	1	1	1	1	0.583333333
An01g01540	0	0	0	1	1	1	1	1	1	1	0.7
An09g00560	0	0	0	1	1	1	1	1	1	1	0.583333333
An02g00850	0	0	0	1	1	1	1	1	1	1	0.7
An02g13800	0	0	0	1	1	1	1	1	1	1	0.583333333
An12g07500	0	0	0	1	1	1	1	1	1	1	0.7
An18g04800	0	0	0	1	1	1	1	1	1	1	0.583333333
An02g01870	1	1	1	0	1	1	1	1	1	1	0.9
An08g05380	1	1	1	0	1	1	1	1	1	1	0.75
An01g11720	1	1	1	0	1	1	1	1	1	1	0.9
An13g01750	0	0	1	0	1	1	1	1	1	1	0.583333333
An01g11550	1	1	0	0	1	1	1	1	1	1	0.8
An18g03940	0	1	0	0	1	1	1	1	1	1	0.583333333
An01g11860	0	0	0	0	1	1	1	1	1	1	0.6
An07g02570	0	0	0	0	1	0	1	1	1	1	0.416666667
An15g02350	1	1	1	1	1	0	1	1	1	1	0.9
An03g06460	1	1	1	1	1	0	1	1	1	1	0.75
An12g03300	1	1	1	1	1	0	1	1	1	1	0.9
An15g00620	0	1	1	1	1	0	1	1	1	1	0.666666667
An03g01270	1	0	1	1	1	0	1	1	1	1	0.8
An02g11150	1	0	1	1	1	0	1	1	1	1	0.666666667
An07g05670	1	0	0	1	1	0	1	1	1	1	0.7
An06g00510	0	0	0	1	1	0	1	1	1	1	0.5
An08g03890	1	1	1	0	1	0	1	1	1	1	0.8
An02g14290	1	1	0	0	1	0	1	1	1	1	0.583333333
An11g04290	0	0	0	0	1	0	1	1	1	1	0.5
An11g03120	0	0	0	0	1	0	1	1	1	1	0.416666667
An03g05310	0	0	0	0	1	0	1	1	1	1	0.5
An18g01700	1	1	1	1	1	1	0	1	1	1	0.75
An18g05470	1	1	1	1	1	1	0	1	1	1	0.9
An11g11170	1	1	1	1	1	1	0	1	1	1	0.75
An04g05120	1	1	1	1	1	1	0	1	1	1	0.9
An06g01860	1	1	1	1	1	1	0	1	1	1	0.75
An18g06210	1	1	1	1	1	1	0	1	1	1	0.9
An04g07380	1	1	1	1	1	1	0	1	1	1	0.75
An08g01360	1	1	1	1	1	1	0	1	1	1	0.9
An01g05060	1	1	1	1	1	1	0	1	1	1	0.75
An04g02800	0	0	0	1	1	1	0	1	1	1	0.6
An02g02870	0	0	0	1	1	1	0	1	1	1	0.5
An02g00610	1	1	1	0	1	1	0	1	1	1	0.8
An11g10790	1	1	1	1	1	0	0	1	1	1	0.666666667
An14g01820	0	1	1	1	1	0	0	1	1	1	0.7
An01g14820	1	0	0	1	1	0	0	1	1	1	0.5
An04g09700	0	0	0	1	1	0	0	1	1	1	0.5
An15g03730	0	0	0	1	1	0	0	1	1	1	0.416666667
An03g02080	0	0	0	1	1	0	0	1	1	1	0.5
An03g05070	1	1	0	0	1	0	0	1	1	1	0.5
An09g03780	1	1	0	0	1	0	0	1	1	1	0.6
An11g03540	0	0	0	0	1	1	1	0	1	1	0.416666667
An14g03640	0	0	0	1	1	1	1	0	1	1	0.6
An08g02920	0	0	0	1	1	1	1	0	1	1	0.5
An07g08940	1	1	1	1	1	1	1	0	1	1	0.9
An18g01480	1	0	1	0	1	1	1	0	1	1	0.583333333
An09g01850	0	0	0	1	1	1	1	0	1	1	0.6
An09g03120	0	0	0	1	1	1	1	0	1	1	0.5
An04g07800	0	0	0	1	1	1	1	0	1	1	0.6
An01g00210	0	0	0	1	1	1	1	0	1	1	0.5
An16g07980	0	0	0	1	1	1	1	0	1	1	0.6
An15g07560	0	0	0	1	1	1	1	0	1	1	0.5
An11g08130	1	1	0	1	1	0	1	0	1	1	0.7
An12g08280	0	1	0	1	1	0	1	0	1	1	0.5
An16g00520	0	0	0	1	1	0	1	0	1	1	0.5
An03g05420	1	0	1	0	1	0	1	0	1	1	0.5
An13g02590	0	0	0	0	1	0	1	0	1	1	0.4
An08g05230	0	0	0	1	1	1	1	0	1	1	0.5
An17g00300	1	0	1	1	1	1	1	0	1	1	0.8
An02g06550	1	1	1	1	1	1	1	0	1	1	0.75
An01g01820	1	1	1	1	1	1	1	0	1	1	0.9
An01g01550	1	1	1	1	1	1	1	0	1	1	0.75
An03g06750	1	0	0	1	1	1	1	0	1	1	0.7
An02g11620	0	0	0	1	1	1	1	0	1	1	0.5
An10g00660	0	0	0	1	1	1	1	0	1	1	0.6
An04g02600	0	0	0	1	1	1	1	0	1	1	0.5
An08g11030	0	0	0	1	1	1	1	0	1	1	0.6
An01g06650	1	1	1	1	1	1	1	0	1	1	0.75
An13g02380	1	1	0	1	1	1	1	0	1	1	0.8
An10g00150	0	0	0	1	1	1	1	0	1	1	0.5
An10g00790	1	1	1	1	1	1	1	0	1	1	0.9
An02g07870	1	1	1	1	1	1	1	0	1	1	0.75
An03g04310	1	1	1	1	1	1	1	0	1	1	0.9
An07g05650	1	1	1	1	1	1	1	0	1	1	0.75
An15g06770	1	1	1	1	1	1	1	0	1	1	0.9
An02g06720	1	1	1	1	1	1	1	0	1	1	0.75
An02g05680	1	1	1	1	1	1	1	0	1	1	0.9
An03g03300	1	1	1	1	1	1	1	0	1	1	0.75
An02g08750	1	1	1	1	1	1	1	0	1	1	0.9
An01g07770	1	1	1	1	1	1	1	0	1	1	0.75
An14g04420	1	1	1	1	1	1	1	0	1	1	0.9
An18g05940	1	1	1	1	1	1	1	0	1	1	0.75
An03g06720	0	1	1	1	1	1	1	0	1	1	0.8
An01g03250	1	0	1	1	1	1	1	0	1	1	0.666666667
An16g08670	1	0	1	1	1	1	1	0	1	1	0.8
An18g03360	0	0	1	1	1	1	1	0	1	1	0.583333333
An09g00310	0	0	1	1	1	1	1	0	1	1	0.7
An07g04040	1	1	0	1	1	1	1	0	1	1	0.666666667
An07g03080	1	1	0	1	1	1	1	0	1	1	0.8
An14g05960	1	1	0	1	1	1	1	0	1	1	0.666666667
An06g01530	0	1	0	1	1	1	1	0	1	1	0.7
An13g02510	0	1	0	1	1	1	1	0	1	1	0.583333333
An15g05990	1	0	0	1	1	1	1	0	1	1	0.7
An01g11010	1	0	0	1	1	1	1	0	1	1	0.583333333
An02g00740	1	0	0	1	1	1	1	0	1	1	0.7
An03g02980	1	0	0	1	1	1	1	0	1	1	0.583333333
An01g10580	0	0	0	1	1	1	1	0	1	1	0.6
An09g03890	0	0	0	1	1	1	1	0	1	1	0.5
An02g03330	0	0	0	1	1	1	1	0	1	1	0.6
An13g02820	0	0	0	1	1	1	1	0	1	1	0.5
An18g04100	0	0	0	1	1	1	1	0	1	1	0.6
An02g09030	0	0	0	1	1	1	1	0	1	1	0.5
An07g01540	0	0	0	1	1	1	1	0	1	1	0.6
An07g08620	0	0	0	1	1	1	1	0	1	1	0.5
An05g00730	0	0	0	1	1	1	1	0	1	1	0.6
An18g04070	0	0	0	1	1	1	1	0	1	1	0.5
An04g03170	0	0	0	1	1	1	1	0	1	1	0.6
An04g00300	0	0	0	1	1	1	1	0	1	1	0.5
An02g04110	0	0	0	1	1	1	1	0	1	1	0.6
An05g00130	0	0	0	1	1	1	1	0	1	1	0.5
An08g00180	0	0	0	1	1	1	1	0	1	1	0.6
An15g01950	0	0	0	1	1	1	1	0	1	1	0.5
An08g06390	0	0	0	1	1	1	1	0	1	1	0.6
An01g03280	0	0	0	1	1	1	1	0	1	1	0.5
An02g04060	0	0	0	1	1	1	1	0	1	1	0.6
An12g08720	0	0	0	1	1	1	1	0	1	1	0.5
An02g13520	0	0	0	1	1	1	1	0	1	1	0.6
An14g02660	0	0	0	1	1	1	1	0	1	1	0.5
An04g05840	0	0	0	1	1	1	1	0	1	1	0.6
An18g00170	0	0	0	1	1	1	1	0	1	1	0.5
An11g01960	0	0	0	1	1	1	1	0	1	1	0.6
An03g04840	0	0	0	1	1	1	1	0	1	1	0.5
An12g10400	0	0	0	1	1	1	1	0	1	1	0.6
An15g02880	0	0	0	1	1	1	1	0	1	1	0.5
An16g07330	0	0	0	1	1	1	1	0	1	1	0.6
An16g03330	0	0	0	1	1	1	1	0	1	1	0.5
An03g04190	0	0	0	1	1	1	1	0	1	1	0.6
An01g13480	0	0	0	1	1	1	1	0	1	1	0.5
An16g02730	0	0	0	1	1	1	1	0	1	1	0.6
An11g10560	0	0	0	1	1	1	1	0	1	1	0.5
An07g03340	0	0	0	1	1	1	1	0	1	1	0.6
An01g03340	0	0	0	1	1	1	1	0	1	1	0.5
An12g05010	1	1	1	0	1	1	1	0	1	1	0.8
An08g10780	1	1	1	0	1	1	1	0	1	1	0.666666667
An16g02440	1	0	1	0	1	1	1	0	1	1	0.7
An05g01560	0	1	0	0	1	1	1	0	1	1	0.5
An09g02090	0	0	0	0	1	1	1	0	1	1	0.5
An16g00660	0	0	0	0	1	1	1	0	1	1	0.416666667
An16g04780	0	0	0	0	1	1	1	0	1	1	0.5
An12g03440	0	0	0	1	1	0	1	0	1	1	0.416666667
An01g14740	0	0	0	1	1	0	1	0	1	1	0.5
An07g00790	0	0	0	1	1	0	1	0	1	1	0.416666667
An12g10330	0	0	0	1	1	0	1	0	1	1	0.5
An14g01620	1	1	1	1	1	0	1	0	1	1	0.666666667
An12g02940	0	1	0	1	1	0	1	0	1	1	0.6
An18g03730	0	0	0	1	1	0	1	0	1	1	0.416666667
An14g01110	0	0	0	1	1	0	1	0	1	1	0.5
An01g01260	0	0	0	1	1	0	1	0	1	1	0.416666667
An11g03760	0	0	0	1	1	0	1	0	1	1	0.5
An09g03620	0	0	0	1	1	0	1	0	1	1	0.416666667
An14g04210	0	0	0	1	1	0	1	0	1	1	0.5
An12g10250	0	0	0	1	1	0	1	0	1	1	0.416666667
An09g04200	0	0	0	1	1	0	1	0	1	1	0.5
An04g09410	0	0	0	1	1	0	1	0	1	1	0.416666667
An08g04570	0	0	0	1	1	0	1	0	1	1	0.5
An16g08140	1	0	0	0	1	0	1	0	1	1	0.416666667
An16g02400	1	0	0	0	1	0	1	0	1	1	0.5
An08g09420	0	0	0	0	1	0	1	0	1	1	0.333333333
An16g02300	0	0	0	0	1	0	1	0	1	1	0.4
An03g00250	0	0	0	0	1	0	1	0	1	1	0.333333333
An14g05340	0	0	0	0	1	0	1	0	1	1	0.4
An12g05210	0	0	0	0	1	0	1	0	1	1	0.333333333
An01g00550	0	0	0	1	1	1	0	0	1	1	0.5
An14g02040	0	0	0	1	1	1	0	0	1	1	0.416666667
An09g02980	0	0	0	1	1	1	0	0	1	1	0.5
An14g02950	0	0	0	0	1	1	0	0	1	1	0.333333333
An11g09010	0	1	0	1	1	1	0	0	1	1	0.6
An06g02060	0	0	0	1	1	1	0	0	1	1	0.416666667
An08g01100	0	0	0	1	1	1	0	0	1	1	0.5
An09g01190	0	0	1	1	1	1	0	0	1	1	0.5
An01g12440	1	0	1	1	1	1	0	0	1	1	0.7
An14g03410	1	1	1	1	1	1	0	0	1	1	0.666666667
An14g01130	1	1	1	1	1	1	0	0	1	1	0.8
An08g04630	1	1	1	1	1	1	0	0	1	1	0.666666667
An13g02310	0	1	1	1	1	1	0	0	1	1	0.7
An01g14980	1	0	1	1	1	1	0	0	1	1	0.583333333
An04g00520	0	1	0	1	1	1	0	0	1	1	0.6
An09g03010	1	0	0	1	1	1	0	0	1	1	0.5
An02g13400	0	0	0	1	1	1	0	0	1	1	0.5
An02g13300	0	0	0	1	1	1	0	0	1	1	0.416666667
An14g03250	0	0	0	1	1	1	0	0	1	1	0.5
An07g05410	0	0	0	1	1	1	0	0	1	1	0.416666667
An02g06010	0	0	0	1	1	1	0	0	1	1	0.5
An08g03580	0	0	0	1	1	1	0	0	1	1	0.416666667
An03g00770	0	0	0	1	1	1	0	0	1	1	0.5
An08g08280	0	0	0	1	1	1	0	0	1	1	0.416666667
An04g01090	0	0	0	1	1	1	0	0	1	1	0.5
An11g03770	0	0	0	1	1	1	0	0	1	1	0.416666667
An02g02540	0	0	0	1	1	1	0	0	1	1	0.5
An14g00860	0	0	0	1	1	1	0	0	1	1	0.416666667
An12g10160	0	0	0	1	1	1	0	0	1	1	0.5
An08g03630	0	0	0	1	1	1	0	0	1	1	0.416666667
An07g03410	0	0	0	1	1	1	0	0	1	1	0.5
An09g05530	0	0	0	1	1	1	0	0	1	1	0.416666667
An14g02280	0	0	0	1	1	1	0	0	1	1	0.5
An03g01000	0	0	0	1	1	1	0	0	1	1	0.416666667
An15g02630	0	0	0	1	1	1	0	0	1	1	0.5
An15g02710	0	0	0	1	1	1	0	0	1	1	0.416666667
An02g05360	0	0	0	1	1	1	0	0	1	1	0.5
An02g10550	0	0	0	1	1	1	0	0	1	1	0.416666667
An02g12900	0	0	0	1	1	1	0	0	1	1	0.5
An03g01670	0	0	0	1	1	1	0	0	1	1	0.416666667
An08g09140	0	1	1	0	1	1	0	0	1	1	0.6
An05g02250	1	1	1	0	1	1	0	0	1	1	0.583333333
An08g01900	1	0	1	0	1	1	0	0	1	1	0.6
An03g06450	1	0	0	0	1	1	0	0	1	1	0.416666667
An04g01970	0	0	0	0	1	1	0	0	1	1	0.4
An15g07480	0	0	0	0	1	1	0	0	1	1	0.333333333
An08g08310	0	0	0	0	1	1	0	0	1	1	0.4
An09g03260	0	0	0	0	1	1	0	0	1	1	0.333333333
An13g01520	0	0	0	0	1	1	0	0	1	1	0.4
An12g03370	0	0	0	1	1	0	0	0	1	1	0.333333333
An18g00460	0	0	0	1	1	0	0	0	1	1	0.4
An04g09960	0	0	0	1	1	0	0	0	1	1	0.333333333
An07g00580	0	0	0	1	1	0	0	0	1	1	0.4
An05g02480	0	0	1	1	1	0	0	0	1	1	0.416666667
An12g09760	0	0	1	1	1	0	0	0	1	1	0.5
An14g01235	1	1	0	1	1	0	0	0	1	1	0.5
An03g06300	0	0	0	1	1	0	0	0	1	1	0.4
An16g06790	0	0	0	1	1	0	0	0	1	1	0.333333333
An09g03760	1	1	1	0	1	0	0	0	1	1	0.6
An11g08070	1	1	1	0	1	0	0	0	1	1	0.5
An13g02180	0	0	0	0	1	0	0	0	1	1	0.3
An16g01150	0	0	0	0	1	0	0	0	1	1	0.25
An08g08240	0	0	0	0	1	0	0	0	1	1	0.3
An07g09760	0	0	0	0	1	0	0	0	1	1	0.25
An03g02400	0	0	0	1	1	0	0	0	1	1	0.4
An01g11250	0	0	0	1	1	0	0	0	1	1	0.333333333
An02g08230	0	0	1	1	1	0	0	0	1	1	0.5
An04g09690	0	0	1	1	1	0	0	0	1	1	0.416666667
An12g02540	1	0	0	1	1	0	0	0	1	1	0.5
An01g14810	1	0	0	1	1	0	0	0	1	1	0.416666667
An01g14960	1	0	0	1	1	0	0	0	1	1	0.5
An01g11710	0	0	0	1	1	0	0	0	1	1	0.333333333
An18g01950	0	0	0	1	1	0	0	0	1	1	0.4
An15g07370	0	0	0	1	1	0	0	0	1	1	0.333333333
An08g09380	0	0	0	1	1	0	0	0	1	1	0.4
An15g05350	0	0	0	1	1	0	0	0	1	1	0.333333333
An18g01520	0	0	0	1	1	0	0	0	1	1	0.4
An07g03930	0	0	0	1	1	0	0	0	1	1	0.333333333
An04g09820	0	0	0	1	1	0	0	0	1	1	0.4
An01g11240	0	0	0	1	1	0	0	0	1	1	0.333333333
An02g03220	0	0	0	1	1	0	0	0	1	1	0.4
An06g00210	0	0	0	1	1	0	0	0	1	1	0.333333333
An12g05590	0	0	0	1	1	0	0	0	1	1	0.4
An05g01800	0	0	0	1	1	0	0	0	1	1	0.333333333
An15g07580	0	0	0	1	1	0	0	0	1	1	0.4
An09g02890	0	0	0	1	1	0	0	0	1	1	0.333333333
An11g00100	0	0	0	1	1	0	0	0	1	1	0.4
An15g04900	1	1	1	0	1	0	0	0	1	1	0.5
An11g02730	1	1	1	0	1	0	0	0	1	1	0.6
An03g01050	1	1	1	0	1	0	0	0	1	1	0.5
An14g02170	1	0	1	0	1	0	0	0	1	1	0.5
An02g10340	1	0	1	0	1	0	0	0	1	1	0.416666667
An12g02410	1	0	1	0	1	0	0	0	1	1	0.5
An07g00510	0	0	0	0	1	0	0	0	1	1	0.25
An06g00630	0	0	0	0	1	0	0	0	1	1	0.3
An08g00490	0	0	0	0	1	0	0	0	1	1	0.25
An03g03480	0	0	0	0	1	0	0	0	1	1	0.3
An02g07980	0	0	0	0	1	0	0	0	1	1	0.25
An11g07940	0	0	0	0	1	0	0	0	1	1	0.3
An16g04210	0	0	0	0	1	0	0	0	1	1	0.25
An17g01805	0	0	0	0	1	0	0	0	1	1	0.3
An10g00730	0	0	0	0	1	0	0	0	1	1	0.25
An12g05700	0	0	0	0	1	0	0	0	1	1	0.3
An14g01390	0	0	0	0	1	0	0	0	1	1	0.25
An16g04280	0	0	0	0	1	0	0	0	1	1	0.3
An12g10740	0	0	0	0	1	0	0	0	1	1	0.25
An12g01150	0	0	0	0	1	0	0	0	1	1	0.3
An01g01360	0	0	0	0	1	0	0	0	1	1	0.25
An04g07530	0	0	0	0	1	0	0	0	1	1	0.3
An04g08550	0	0	0	0	1	0	0	0	1	1	0.25
An07g05660	0	0	0	0	1	0	0	0	1	1	0.3
An14g01800	0	0	0	0	1	0	0	0	1	1	0.25
An18g00630	0	0	0	1	1	1	1	1	0	1	0.6
An01g01320	0	0	0	0	1	1	1	1	0	1	0.416666667
An02g13640	0	1	0	1	1	1	0	1	0	1	0.6
An15g01600	1	1	1	0	1	1	0	1	0	1	0.583333333
An04g03180	1	1	1	1	1	1	1	1	0	1	0.9
An01g03410	1	1	1	1	1	1	1	1	0	1	0.75
An12g02470	0	0	0	1	1	1	1	1	0	1	0.6
An01g14670	0	0	0	0	1	1	1	1	0	1	0.416666667
An05g02440	0	0	0	0	1	1	1	1	0	1	0.5
An02g09010	1	1	1	1	1	1	1	1	0	1	0.75
An04g02250	1	1	1	1	1	1	1	1	0	1	0.9
An01g12240	1	1	1	1	1	1	1	1	0	1	0.75
An16g08420	1	1	1	1	1	1	1	1	0	1	0.9
An12g01070	1	1	1	1	1	1	1	1	0	1	0.75
An12g08250	1	1	1	1	1	1	1	1	0	1	0.9
An02g14350	1	1	1	1	1	1	1	1	0	1	0.75
An16g04600	1	1	1	1	1	1	1	1	0	1	0.9
An04g05710	1	1	1	1	1	1	1	1	0	1	0.75
An01g04690	1	1	1	1	1	1	1	1	0	1	0.9
An07g07020	1	1	1	1	1	1	1	1	0	1	0.75
